Date,Open,High,Low,Close,Adj Close,Volume
5/23/2018,12.93,13.18,12.9,13.1,13.1,44388300
5/24/2018,13.06,13.43,13.03,13.41,13.41,47785700
5/25/2018,13.4,13.72,13.36,13.54,13.54,43850100
5/29/2018,13.45,13.63,13.26,13.36,13.36,39578500
5/30/2018,13.48,13.95,13.48,13.82,13.82,58186400
5/31/2018,13.74,13.93,13.69,13.73,13.73,46797700
6/1/2018,13.98,14.4,13.92,14.4,14.4,71677900
6/4/2018,14.76,14.98,14.52,14.85,14.85,74546000
6/5/2018,14.85,14.92,14.63,14.85,14.85,56122700
6/6/2018,15.07,15.74,15.04,15.67,15.67,97089000
6/7/2018,15.83,15.97,14.85,14.89,14.89,99860300
6/8/2018,14.52,15.33,14.31,15.25,15.25,81930500
6/11/2018,15.21,15.89,15.01,15.73,15.73,80737600
6/12/2018,15.84,15.95,15.43,15.85,15.85,67002600
6/13/2018,15.81,16.52,15.78,16.32,16.32,90227300
6/14/2018,16.620001,16.790001,15.58,16.25,16.25,113048600
6/15/2018,16.059999,16.52,15.82,16.34,16.34,77612200
6/18/2018,16.18,17.34,16.129999,17.110001,17.110001,104317400
6/19/2018,16.85,17.290001,16.309999,16.690001,16.690001,92542900
6/20/2018,16.83,17.129999,16.370001,16.52,16.52,76280600
6/21/2018,16.65,16.870001,15.46,15.65,15.65,95638400
6/22/2018,15.78,15.91,15.56,15.8,15.8,59257100
6/25/2018,15.64,15.74,14.54,15.11,15.11,94418400
6/26/2018,15.32,15.6,15.1,15.5,15.5,54213500
6/27/2018,15.65,15.76,14.96,14.97,14.97,56014300
6/28/2018,14.85,15.36,14.75,15.31,15.31,48716800
6/29/2018,15.41,15.49,14.98,14.99,14.99,41527800
7/2/2018,14.8,15.18,14.74,15.16,15.16,43398800
7/3/2018,15.21,15.34,14.96,15,15,32094000
7/5/2018,15.13,15.5,15.02,15.5,15.5,40703300
7/6/2018,15.52,16.389999,15.48,16.360001,16.360001,65101700
7/9/2018,16.73,16.84,16.17,16.610001,16.610001,58525500
7/10/2018,16.59,16.65,16.309999,16.549999,16.549999,37093000
7/11/2018,16.15,16.530001,16.02,16.27,16.27,42544100
7/12/2018,16.41,16.790001,16.379999,16.559999,16.559999,44188100
7/13/2018,16.68,16.690001,16.219999,16.27,16.27,40614100
7/16/2018,16.42,17,16.41,16.58,16.58,65275300
7/17/2018,16.5,16.879999,16.48,16.870001,16.870001,42313500
7/18/2018,16.940001,16.99,16.549999,16.85,16.85,40881500
7/19/2018,16.709999,16.879999,16.549999,16.709999,16.709999,41267800
7/20/2018,16.66,16.879999,16.440001,16.5,16.5,42879800
7/23/2018,16.469999,16.68,15.9,16.66,16.66,44940800
7/24/2018,16.75,16.860001,16.110001,16.190001,16.190001,58201500
7/25/2018,16.299999,16.389999,15.72,16.049999,16.049999,82604900
7/26/2018,17.16,18.450001,16.83,18.35,18.35,192661100
7/27/2018,19.07,19.879999,18.309999,18.940001,18.940001,161903800
7/30/2018,19.4,20.18,19.309999,19.42,19.42,160823400
7/31/2018,19.35,19.5,18.27,18.33,18.33,118403400
8/1/2018,18.34,18.950001,18.32,18.48,18.48,75495200
8/2/2018,18.17,18.83,18,18.790001,18.790001,52867100
8/3/2018,18.940001,19.059999,18.370001,18.49,18.49,53232100
8/6/2018,18.889999,19.440001,18.459999,19.43,19.43,83579700
8/7/2018,19.530001,19.709999,19.08,19.559999,19.559999,72822600
8/8/2018,19.459999,19.77,19.26,19.58,19.58,52081400
8/9/2018,19.58,19.709999,19.08,19.1,19.1,46536400
8/10/2018,19.09,19.48,18.85,19.059999,19.059999,65821100
8/13/2018,19.16,19.93,19.120001,19.73,19.73,81262200
8/14/2018,19.969999,20.280001,19.629999,20.02,20.02,89195500
8/15/2018,19.860001,20.1,19.200001,19.700001,19.700001,86355700
8/16/2018,19.860001,20.07,19.25,19.33,19.33,69733700
8/17/2018,19.120001,19.82,18.73,19.77,19.77,60616600
8/20/2018,19.790001,20.08,19.35,19.98,19.98,62983200
8/21/2018,19.98,20.42,19.860001,20.4,20.4,55629000
8/22/2018,20.280001,20.92,20.209999,20.9,20.9,62002700
8/23/2018,21.190001,22.32,21.139999,22.290001,22.290001,113444100
8/24/2018,22.91,24,22.67,23.98,23.98,164328200
8/27/2018,24.940001,27.299999,24.629999,25.26,25.26,325058400
8/28/2018,25.51,26.18,24.040001,25.049999,25.049999,215771200
8/29/2018,24.360001,25.41,24.01,25.200001,25.200001,143223200
8/30/2018,25.290001,25.67,24.76,24.889999,24.889999,103607300
8/31/2018,24.889999,25.24,24.719999,25.17,25.17,65206400
9/4/2018,25.620001,28.110001,25.57,28.059999,28.059999,192541300
9/5/2018,29.41,29.940001,26.84,28.51,28.51,257349000
9/6/2018,28.120001,28.58,27.190001,27.84,27.84,143942900
9/7/2018,26.959999,28.27,26.799999,27.379999,27.379999,123348700
9/10/2018,28.15,29.93,27.84,29.889999,29.889999,162253800
9/11/2018,30.02,30.59,29.370001,30.1,30.1,159902500
9/12/2018,29.91,32.290001,29.450001,32.209999,32.209999,197889600
9/13/2018,33.16,34.139999,29.870001,30.48,30.48,304147100
9/14/2018,31.43,33.09,30.540001,32.720001,32.720001,217762800
9/17/2018,31.75,33.23,31.6,32.43,32.43,180410600
9/18/2018,32.990002,33.369999,31.200001,31.93,31.93,176673200
9/19/2018,31.52,31.83,30.51,31.209999,31.209999,124287000
9/20/2018,32.099998,32.200001,30.639999,31.18,31.18,123116500
9/21/2018,31.190001,32.419998,30.91,31.02,31.02,129792900
9/24/2018,31.129999,32.650002,30.91,32.610001,32.610001,118332600
9/25/2018,33.18,33.599998,32.189999,32.57,32.57,118570200
9/26/2018,32.400002,32.599998,31.719999,32.189999,32.189999,79347300
9/27/2018,31.860001,32.630001,31.389999,32.59,32.59,87934400
9/28/2018,32.240002,32.779999,29.98,30.889999,30.889999,165453500
10/1/2018,30.690001,31.91,30.25,31.42,31.42,94742900
10/2/2018,30.73,30.82,28.65,29.02,29.02,145276500
10/3/2018,29.040001,29.219999,26.540001,28.43,28.43,190137200
10/4/2018,27.99,28.83,27.370001,27.780001,27.780001,95831200
10/5/2018,28.07,28.469999,26.93,27.35,27.35,88008500
10/8/2018,26.73,27.540001,25.959999,26.459999,26.459999,103789500
10/9/2018,26.15,27.709999,26,27.24,27.24,105461800
10/10/2018,27.379999,27.4,24.91,25,25,147682900
10/11/2018,24.74,26.200001,24.549999,25.299999,25.299999,147013800
10/12/2018,26.77,26.969999,25.67,26.34,26.34,111059400
10/15/2018,26.379999,26.77,25.75,26.26,26.26,70523500
10/16/2018,26.629999,28.23,26.17,28.18,28.18,92529000
10/17/2018,28.41,28.530001,26.92,27.299999,27.299999,89466900
10/18/2018,27.08,27.75,26.4,26.620001,26.620001,79623700
10/19/2018,27.030001,27.1,23.6,23.66,23.66,130799900
10/22/2018,24.459999,25.639999,24.09,25.030001,25.030001,114158900
10/23/2018,24.18,25.26,23.85,25.09,25.09,101763000
10/24/2018,25.040001,25.1,22.75,22.790001,22.790001,134489100
10/25/2018,17.92,20.15,17.719999,19.27,19.27,189173700
10/26/2018,18.49,18.780001,17.049999,17.629999,17.629999,119689000
10/29/2018,18.209999,18.23,16.27,16.85,16.85,94479600
10/30/2018,16.379999,17.24,16.17,17.200001,17.200001,99049400
10/31/2018,17.870001,18.34,17.120001,18.209999,18.209999,110463700
11/1/2018,18.41,20.33,18.08,20.219999,20.219999,136896500
11/2/2018,20.59,21.059999,19.469999,20.23,20.23,123788000
11/5/2018,20.120001,20.18,18.879999,19.9,19.9,108016700
11/6/2018,19.5,21.65,19.48,20.68,20.68,144995700
11/7/2018,21.42,22.219999,21.07,21.84,21.84,121115800
11/8/2018,21.77,22.08,20.969999,21.200001,21.200001,92387600
11/9/2018,20.77,21.190001,20.110001,21.030001,21.030001,85900700
11/12/2018,20.68,20.85,18.799999,19.030001,19.030001,95948200
11/13/2018,19.280001,20.02,18.969999,19.610001,19.610001,76126000
11/14/2018,20.18,21.110001,19.76,20.809999,20.809999,106344300
11/15/2018,20.719999,21.77,20.42,21.49,21.49,97715500
11/16/2018,19.870001,20.969999,19.719999,20.66,20.66,112376600
11/19/2018,20.4,20.59,19.09,19.110001,19.110001,93578200
11/20/2018,17.4,19.58,17.18,19.209999,19.209999,109869400
11/21/2018,20.049999,20.309999,18.5,18.73,18.73,81585600
11/23/2018,18.610001,19.83,18.559999,19.379999,19.379999,54611300
11/26/2018,19.959999,20.190001,19.110001,20.08,20.08,83211000
11/27/2018,19.77,21.450001,19.73,21.049999,21.049999,119230100
11/28/2018,21.82,21.879999,20.18,21.34,21.34,134425300
11/29/2018,21.190001,21.610001,20.73,21.43,21.43,79853700
11/30/2018,21.299999,21.360001,20.52,21.299999,21.299999,82370700
12/3/2018,22.48,23.75,22.370001,23.709999,23.709999,139607400
12/4/2018,23.35,23.42,21.07,21.120001,21.120001,127392900
12/6/2018,20.219999,21.41,20.059999,21.299999,21.299999,103434700
12/7/2018,21.299999,21.379999,19.17,19.459999,19.459999,105764500
12/10/2018,19.35,20.129999,19.27,19.99,19.99,77984500
12/11/2018,20.709999,21.139999,19.690001,19.98,19.98,88027400
12/12/2018,20.32,21.02,19.709999,20.48,20.48,100340700
12/13/2018,20.629999,20.870001,19.76,19.860001,19.860001,88108300
12/14/2018,19.58,20.700001,19.52,19.9,19.9,84713600
12/17/2018,20.01,20.02,18.639999,18.83,18.83,115437900
12/18/2018,19.15,19.84,18.879999,19.5,19.5,101512900
12/19/2018,19.440001,19.719999,18,18.16,18.16,120644500
12/20/2018,18.110001,18.860001,17.34,17.940001,17.940001,119394500
12/21/2018,18.120001,18.34,16.76,16.93,16.93,132246000
12/24/2018,16.52,17.219999,16.370001,16.65,16.65,62933100
12/26/2018,16.879999,17.91,16.030001,17.9,17.9,108811800
12/27/2018,17.43,17.74,16.440001,17.49,17.49,111373000
12/28/2018,17.530001,18.309999,17.139999,17.82,17.82,109214400
12/31/2018,18.15,18.51,17.85,18.459999,18.459999,84732200
1/2/2019,18.01,19,17.98,18.83,18.83,87148700
1/3/2019,18.42,18.68,16.940001,17.049999,17.049999,117073000
1/4/2019,17.549999,19.07,17.43,19,19,111878600
1/7/2019,19.440001,20.68,19,20.57,20.57,107157000
1/8/2019,21.190001,21.200001,19.68,20.75,20.75,121271000
